id,line_no,counter,type,family,transcription,arithmetic,verdict,note,text
ae4aef23,27,,routing,query-letters,1,,1,,Query: `|+&? -> CF x IG
ae4aef23,29,,routing,header,,,,,Routing check on the query operator x: is each x example RHS just the operand symbols written next to each other?
ae4aef23,30,,routing,example,1,1,1,,"EQ1 RHS `#< has 3 symbols, the operands have 4 -> not a juxtaposition."
ae4aef23,31,,routing,conclusion,,,,,No single juxtaposition order survives -> x is a value rule.
ae4aef23,33,1,try-counter,,1,,,,s1:
ae4aef23,33,1,policy,literal,1,,,,"s1: the operator glyphs are the literal + - * signs -> each follows its own family: '+' add-family, '*' times-family, '-' minus-family."
ae4aef23,34,2,try-counter,,1,,,,s2:
ae4aef23,34,2,policy,lead0,,,,,s2: no number starts with 0 -> a symbol in a leading position is not 0.
ae4aef23,35,3,try-counter,,1,,,,s3:
ae4aef23,35,3,kill,sign,,,,,"s3: y != |a-b|, a mod b, b mod a: EQ5 result carries the sign glyph but |a-b|, a mod b, b mod a never go negative -> drop."
ae4aef23,36,4,try-counter,,1,,,,s4:
ae4aef23,36,4,bail,stall-mode,,,1,,s4: forced deduction stalls: both digit orders are still possible (mode undecided).
ae4aef23,37,5,try-counter,,1,,,,s5:
ae4aef23,37,5,bail,nosplit,,,,,s5: no single case split settles it: every binary choice leaves the answer undecided.
ae4aef23,38,6,try-counter,,1,,,,s6:
ae4aef23,38,6,bail,guess-order,,,1,,s6: best guess at the order level: standard order is the more common convention -> assume standard order (guess).
ae4aef23,39,7,try-counter,,1,,,,s7:
ae4aef23,39,7,bail,stall-op,,,1,,s7: forced deduction stalls: query-op-ambiguous.
ae4aef23,40,8,try-counter,,1,,,,s8:
ae4aef23,40,8,bail,guess-rule,1,,1,,s8: best guess at the rule level: a+b is the most common rule still possible -> assume x = a+b (guess).
ae4aef23,41,9,try-counter,,1,,,,s9:
ae4aef23,41,9,bail,stall-digit,,,1,,s9: forced deduction stalls: query-digit-unpinned.
ae4aef23,42,10,try-counter,,1,,,,s10:
ae4aef23,42,10,bail,guess-digit,1,,1,,s10: best guess at the digit level: take the smallest candidate of the most constrained query symbol -> assume I = 1 (guess).
ae4aef23,43,11,try-counter,,1,,,,s11:
ae4aef23,43,11,bail,stall-digit,,,1,,s11: forced deduction stalls: query-digit-unpinned.
ae4aef23,44,12,try-counter,,1,,,,s12:
ae4aef23,44,12,bail,guess-digit,1,,1,,s12: best guess at the digit level: take the smallest candidate of the most constrained query symbol -> assume G = 2 (guess).
ae4aef23,45,13,try-counter,,1,,,,s13:
ae4aef23,45,13,bail,stall-digit,,,1,,s13: forced deduction stalls: query-digit-unpinned.
ae4aef23,46,14,try-counter,,1,,,,s14:
ae4aef23,46,14,bail,guess-digit,1,,1,,s14: best guess at the digit level: take the smallest candidate of the most constrained query symbol -> assume F = 3 (guess).
ae4aef23,47,15,try-counter,,1,,,,s15:
ae4aef23,47,15,kill,onesenum,1,1,0,5 stated pair(s) actually match the target,"s15: x != a+b: EQ3 ones: a ends 1, b ends J in {4,5,6,7,8,9}, result ends D in {4,5,6,7,8,9}; 1+4 ends 5; 1+5 ends 6; 1+6 ends 7; 1+7 ends 8; 1+8 ends 9; 1+9 ends 0 -> none matches -> drop."
ae4aef23,48,16,try-counter,,1,,,,s16:
ae4aef23,48,16,bail,guess-die,1,,0,"live rules remain for x: ['a+b+1', 'a+b-1']",s16: contradiction: every rule for x is eliminated. -> the F = 3 guess dies; exclude it.
ae4aef23,49,17,try-counter,,1,,,,s17:
ae4aef23,49,17,bail,assemble,1,,0,"C = 0: 0 not in live candidates [3, 4, 5, 6, 7, 8, 9] (taken or excluded)",s17: refinement exhausted -> assemble the most constrained reading: x = a+b (highest prior remaining); C = 0 (smallest remaining candidate); D = 4 (smallest remaining candidate); F = 5 (smallest remaining candidate); G = 2 (smallest remaining candidate); I = 1 (smallest remaining candidate) (guess).
ae4aef23,50,,bail,best-guess-summary,1,,1,,Best guess: standard order; x = a+b; C=0 F=5 I=1 G=2.
ae4aef23,51,,query-compute,operands,1,,1,,"Query operands: `| -> 05, &? -> 12."
ae4aef23,52,,query-compute,compute,1,1,,,Compute: 05 a+b 12 = 17.
ae4aef23,53,,encode,,0,,1,"digit 7 encodes as None per pins, line wrote '!'",Encode digit by digit: 1=& 7=! -> &!.
ae4aef23,54,,boxed,,1,,,,\boxed{&!}
ae4aef23,56,,boxed,,1,,,,\boxed{&!}
ae64d5e4,5,,table-scan,,1,,1,,EQ1 [`-[{ chars: 1=[ 2=` 3=- 4=[ 5={ -> op - ; digits [ ` [ { ; RHS & -> digits &
ae64d5e4,6,,table-scan,,1,,1,,EQ2 //-/? chars: 1=/ 2=/ 3=- 4=/ 5=? -> op - ; digits / / / ? ; RHS &? -> digits & ?
ae64d5e4,7,,table-scan,,1,,1,,"EQ3 ^}+!"" chars: 1=^ 2=} 3=+ 4=! 5="" -> op + ; digits ^ } ! "" ; RHS ""?! -> digits "" ? !"
ae64d5e4,8,,table-scan,,1,,1,,"EQ4 ""}+`! chars: 1="" 2=} 3=+ 4=` 5=! -> op + ; digits "" } ` ! ; RHS !/ -> digits ! /"
ae64d5e4,9,,table-scan,query,1,,1,,Query [[-&/ chars: 1=[ 2=[ 3=- 4=& 5=/ -> op - ; digits [ [ & /
ae64d5e4,11,,union,digit-map,1,,1,,[ -> A
ae64d5e4,12,,union,digit-map,1,,1,,` -> B
ae64d5e4,13,,union,digit-map,1,,1,,{ -> C
ae64d5e4,14,,union,digit-map,1,,1,,& -> D
ae64d5e4,15,,union,digit-map,1,,1,,/ -> E
ae64d5e4,16,,union,digit-map,1,,1,,? -> F
ae64d5e4,17,,union,digit-map,1,,1,,^ -> G
ae64d5e4,18,,union,digit-map,1,,1,,} -> H
ae64d5e4,19,,union,digit-map,1,,1,,! -> I
ae64d5e4,20,,union,digit-map,1,,1,,""" -> J"
ae64d5e4,22,,union,op-map,1,,1,,- -> x
ae64d5e4,23,,union,op-map,1,,1,,+ -> y
ae64d5e4,24,,union,disjoint,1,,1,,"Op glyphs: - + (the literal arithmetic signs) ; digit-position glyphs: [ ` { & / ? ^ } ! "" ; intersection: none -> disjoint. ok"
ae64d5e4,26,,routing,query-letters,1,,1,,Query: [[-&/ -> AA x DE
ae64d5e4,28,,routing,header,,,,,Routing check on the query operator x: is each x example RHS just the operand symbols written next to each other?
ae64d5e4,29,,routing,example,1,1,1,,"EQ1 RHS & has 1 symbols, the operands have 4 -> not a juxtaposition."
ae64d5e4,30,,routing,conclusion,,,,,No single juxtaposition order survives -> x is a value rule.
ae64d5e4,32,1,try-counter,,1,,,,s1:
ae64d5e4,32,1,policy,literal,1,,,,"s1: the operator glyphs are the literal + - * signs -> each follows its own family: '+' add-family, '*' times-family, '-' minus-family."
ae64d5e4,33,2,try-counter,,1,,,,s2:
ae64d5e4,33,2,policy,lead0,,,,,s2: no number starts with 0 -> a symbol in a leading position is not 0.
ae64d5e4,34,3,try-counter,,1,,,,s3:
ae64d5e4,34,3,kill,sign,1,,1,,s3: x != -|a-b|: EQ1 result has no sign glyph but -|a-b| always writes one -> drop.
ae64d5e4,35,4,try-counter,,1,,,,s4:
ae64d5e4,35,4,bail,stall-mode,,,1,,s4: forced deduction stalls: both digit orders are still possible (mode undecided).
ae64d5e4,36,5,try-counter,,1,,,,s5:
ae64d5e4,36,5,bail,nosplit,,,,,s5: no single case split settles it: every binary choice leaves the answer undecided.
ae64d5e4,37,6,try-counter,,1,,,,s6:
ae64d5e4,37,6,bail,guess-order,,,1,,s6: best guess at the order level: standard order is the more common convention -> assume standard order (guess).
ae64d5e4,38,7,try-counter,,1,,,,s7:
ae64d5e4,38,7,bail,stall-op,,,1,,s7: forced deduction stalls: query-op-ambiguous.
ae64d5e4,39,8,try-counter,,1,,,,s8:
ae64d5e4,39,8,bail,guess-rule,1,,1,,s8: best guess at the rule level: a-b is the most common rule still possible -> assume x = a-b (guess).
ae64d5e4,40,9,try-counter,,1,,,,s9:
ae64d5e4,40,9,bail,stall-digit,,,1,,s9: forced deduction stalls: query-digit-unpinned.
ae64d5e4,41,10,try-counter,,1,,,,s10:
ae64d5e4,41,10,bail,guess-digit,1,,1,,s10: best guess at the digit level: take the smallest candidate of the most constrained query symbol -> assume A = 1 (guess).
ae64d5e4,42,11,try-counter,,1,,,,s11:
ae64d5e4,42,11,bail,stall-digit,,,1,,s11: forced deduction stalls: query-digit-unpinned.
ae64d5e4,43,12,try-counter,,1,,,,s12:
ae64d5e4,43,12,bail,guess-digit,1,,1,,s12: best guess at the digit level: take the smallest candidate of the most constrained query symbol -> assume D = 2 (guess).
ae64d5e4,44,13,try-counter,,1,,,,s13:
ae64d5e4,44,13,bail,stall-digit,,,1,,s13: forced deduction stalls: query-digit-unpinned.
ae64d5e4,45,14,try-counter,,1,,,,s14:
ae64d5e4,45,14,bail,guess-digit,1,,1,,s14: best guess at the digit level: take the smallest candidate of the most constrained query symbol -> assume E = 3 (guess).
ae64d5e4,46,15,try-counter,,1,,,,s15:
ae64d5e4,46,15,kill,onesenum,0,1,0,"b-ones dom [0, 4, 5, 6, 7, 8, 9] contains digits outside tracked [4, 5, 6, 7, 8, 9] | 13 stated pair(s) actually match the target | pair enumeration incomplete vs stated domains","s15: y != a+b: EQ3 ones: a ends H in {0,4,5,6,7,8,9}, b ends J in {0,4,5,6,7,8,9}, result ends I in {4,5,6,7,8,9}; 0+4 ends 4; 0+5 ends 5; 0+6 ends 6; 0+7 ends 7; 0+8 ends 8; 0+9 ends 9; 4+5 ends 9; 4+6 ends 0; 4+7 ends 1; 4+8 ends 2; 4+9 ends 3; 5+6 ends 1; 5+7 ends 2; 5+8 ends 3; 5+9 ends 4; 6+7 ends 3; 6+8 ends 4; 6+9 ends 5; 7+8 ends 5; 7+9 ends 6; 8+9 ends 7 -> none matches -> drop."
ae64d5e4,47,16,try-counter,,1,,,,s16:
ae64d5e4,47,16,kill,onesenum,0,1,0,"b-ones dom [0, 4, 5, 6, 7, 8, 9] contains digits outside tracked [4, 5, 6, 7, 8, 9] | 11 stated pair(s) actually match the target | pair enumeration incomplete vs stated domains","s16: y != a+b-1: EQ3 ones: a ends H in {0,4,5,6,7,8,9}, b ends J in {0,4,5,6,7,8,9}, result ends I in {4,5,6,7,8,9}; 0+4 then -1 ends 3; 0+5 then -1 ends 4; 0+6 then -1 ends 5; 0+7 then -1 ends 6; 0+8 then -1 ends 7; 0+9 then -1 ends 8; 4+5 then -1 ends 8; 4+6 then -1 ends 9; 4+7 then -1 ends 0; 4+8 then -1 ends 1; 4+9 then -1 ends 2; 5+6 then -1 ends 0; 5+7 then -1 ends 1; 5+8 then -1 ends 2; 5+9 then -1 ends 3; 6+7 then -1 ends 2; 6+8 then -1 ends 3; 6+9 then -1 ends 4; 7+8 then -1 ends 4; 7+9 then -1 ends 5; 8+9 then -1 ends 6 -> none matches -> drop."
ae64d5e4,48,17,try-counter,,1,,,,s17:
ae64d5e4,48,17,kill,onesenum,0,1,0,"b-ones dom [0, 4, 5, 6, 7, 8, 9] contains digits outside tracked [4, 5, 6, 7, 8, 9] | 14 stated pair(s) actually match the target | pair enumeration incomplete vs stated domains","s17: y != a+b+1: EQ3 ones: a ends H in {0,4,5,6,7,8,9}, b ends J in {0,4,5,6,7,8,9}, result ends I in {4,5,6,7,8,9}; 0+4 then +1 ends 5; 0+5 then +1 ends 6; 0+6 then +1 ends 7; 0+7 then +1 ends 8; 0+8 then +1 ends 9; 0+9 then +1 ends 0; 4+5 then +1 ends 0; 4+6 then +1 ends 1; 4+7 then +1 ends 2; 4+8 then +1 ends 3; 4+9 then +1 ends 4; 5+6 then +1 ends 2; 5+7 then +1 ends 3; 5+8 then +1 ends 4; 5+9 then +1 ends 5; 6+7 then +1 ends 4; 6+8 then +1 ends 5; 6+9 then +1 ends 6; 7+8 then +1 ends 6; 7+9 then +1 ends 7; 8+9 then +1 ends 8 -> none matches -> drop."
ae64d5e4,49,18,try-counter,,1,,,,s18:
ae64d5e4,49,18,bail,guess-die,1,,1,,s18: contradiction: every rule for y is eliminated. -> the E = 3 guess dies; exclude it.
ae64d5e4,50,19,try-counter,,1,,,,s19:
ae64d5e4,50,19,bail,assemble,1,,1,,s19: refinement exhausted -> assemble the most constrained reading: x = a-b (highest prior remaining); A = 1 (smallest remaining candidate); D = 2 (smallest remaining candidate); E = 4 (smallest remaining candidate); F = 0 (smallest remaining candidate) (guess).
ae64d5e4,51,,bail,best-guess-summary,1,,1,,Best guess: standard order; x = a-b; A=1 D=2 E=4.
ae64d5e4,52,,query-compute,operands,1,,1,,"Query operands: [[ -> 11, &/ -> 24."
ae64d5e4,53,,query-compute,compute,1,1,,,Compute: 11 a-b 24 = -13.
ae64d5e4,54,,encode,,0,1,1,"digit 3 encodes as None per pins, line wrote '/'",Encode digit by digit: 1=[ 3=/ -> [/; negative -> sign glyph - in front: -[/.
ae64d5e4,55,,boxed,,1,,,,\boxed{-[/}
ae64d5e4,57,,boxed,,1,,,,\boxed{-[/}
b2a8384e,5,,table-scan,,0,,1,indexed chars != prompt LHS,EQ1 #]-$] chars: 1=# 2=] 3=- 4=] 5=$ -> op - ; digits # ] ] $ ; RHS >| -> digits > |
b2a8384e,6,,table-scan,,1,,1,,EQ2 >]*$> chars: 1=> 2=] 3=* 4=$ 5=> -> op * ; digits > ] $ > ; RHS )(( -> digits ) ( (
b2a8384e,7,,table-scan,,1,,1,,EQ3 >$+>} chars: 1=> 2=$ 3=+ 4=> 5=} -> op + ; digits > $ > } ; RHS >$>} -> digits > $ > }
b2a8384e,8,,table-scan,,1,,1,,EQ4 )(-<> chars: 1=) 2=( 3=- 4=< 5=> -> op - ; digits ) ( < > ; RHS $] -> digits $ ]
b2a8384e,9,,table-scan,,1,,1,,EQ5 })+}) chars: 1=} 2=) 3=+ 4=} 5=) -> op + ; digits } ) } ) ; RHS })}) -> digits } ) } )
b2a8384e,10,,table-scan,query,1,,1,,"Query <#-"""" chars: 1=< 2=# 3=- 4="" 5="" -> op - ; digits < # "" """
b2a8384e,12,,union,digit-map,1,,1,,# -> A
b2a8384e,13,,union,digit-map,1,,1,,] -> B
b2a8384e,14,,union,digit-map,1,,1,,$ -> C
b2a8384e,15,,union,digit-map,1,,1,,> -> D
b2a8384e,16,,union,digit-map,1,,1,,| -> E
b2a8384e,17,,union,digit-map,1,,1,,) -> F
b2a8384e,18,,union,digit-map,1,,1,,( -> G
b2a8384e,19,,union,digit-map,1,,1,,} -> H
b2a8384e,20,,union,digit-map,1,,1,,< -> I
b2a8384e,21,,union,digit-map,1,,1,,""" -> J"
b2a8384e,23,,union,op-map,1,,1,,- -> x
b2a8384e,24,,union,op-map,1,,1,,* -> y
b2a8384e,25,,union,op-map,1,,1,,+ -> z
b2a8384e,26,,union,disjoint,1,,1,,"Op glyphs: - * + (the literal arithmetic signs) ; digit-position glyphs: # ] $ > | ) ( } < "" ; intersection: none -> disjoint. ok"
b2a8384e,28,,routing,query-letters,1,,1,,"Query: <#-"""" -> IA x JJ"
b2a8384e,30,,routing,header,,,,,Routing check on the query operator x: is each x example RHS just the operand symbols written next to each other?
b2a8384e,31,,routing,example,1,1,1,,"EQ1 RHS >| has 2 symbols, the operands have 4 -> not a juxtaposition."
b2a8384e,32,,routing,conclusion,,,,,No single juxtaposition order survives -> x is a value rule.
b2a8384e,34,1,try-counter,,1,,,,s1:
b2a8384e,34,1,policy,literal,1,,,,"s1: the operator glyphs are the literal + - * signs -> each follows its own family: '+' add-family, '*' times-family, '-' minus-family."
b2a8384e,35,2,try-counter,,1,,,,s2:
b2a8384e,35,2,policy,lead0,,,,,s2: no number starts with 0 -> a symbol in a leading position is not 0.
b2a8384e,36,3,try-counter,,1,,,,s3:
b2a8384e,36,3,kill,sign,1,,1,,s3: x != -|a-b|: EQ1 result has no sign glyph but -|a-b| always writes one -> drop.
b2a8384e,37,4,try-counter,,1,,,,s4:
b2a8384e,37,4,bail,stall-mode,,,1,,s4: forced deduction stalls: both digit orders are still possible (mode undecided).
b2a8384e,38,5,try-counter,,1,,,,s5:
b2a8384e,38,5,bail,nosplit,,,,,s5: no single case split settles it: every binary choice leaves the answer undecided.
b2a8384e,39,6,try-counter,,1,,,,s6:
b2a8384e,39,6,bail,guess-order,,,1,,s6: best guess at the order level: standard order is the more common convention -> assume standard order (guess).
b2a8384e,40,7,try-counter,,1,,,,s7:
b2a8384e,40,7,bail,stall-op,,,1,,s7: forced deduction stalls: query-op-ambiguous.
b2a8384e,41,8,try-counter,,1,,,,s8:
b2a8384e,41,8,bail,guess-rule,1,,1,,s8: best guess at the rule level: a-b is the most common rule still possible -> assume x = a-b (guess).
b2a8384e,42,9,try-counter,,1,,,,s9:
b2a8384e,42,9,bail,stall-digit,,,1,,s9: forced deduction stalls: query-digit-unpinned.
b2a8384e,43,10,try-counter,,1,,,,s10:
b2a8384e,43,10,bail,guess-digit,1,,1,,s10: best guess at the digit level: take the smallest candidate of the most constrained query symbol -> assume A = 1 (guess).
b2a8384e,44,11,try-counter,,1,,,,s11:
b2a8384e,44,11,bail,stall-digit,,,1,,s11: forced deduction stalls: query-digit-unpinned.
b2a8384e,45,12,try-counter,,1,,,,s12:
b2a8384e,45,12,bail,guess-digit,1,,1,,s12: best guess at the digit level: take the smallest candidate of the most constrained query symbol -> assume I = 2 (guess).
b2a8384e,46,13,try-counter,,1,,,,s13:
b2a8384e,46,13,bail,stall-digit,,,1,,s13: forced deduction stalls: query-digit-unpinned.
b2a8384e,47,14,try-counter,,1,,,,s14:
b2a8384e,47,14,bail,guess-digit,1,,1,,s14: best guess at the digit level: take the smallest candidate of the most constrained query symbol -> assume J = 3 (guess).
b2a8384e,48,15,try-counter,,1,,,,s15:
b2a8384e,48,15,kill,onesenum,1,1,0,pair enumeration incomplete vs stated domains,"s15: z != a+b: EQ5 ones: a ends F in {4,5,6}, b ends F in {4,5,6}, result ends a's ones symbol; 4+4 ends 8; 4+5 ends 9; 4+6 ends 0; 5+4 ends 9; 5+6 ends 1; 6+4 ends 0; 6+5 ends 1 -> none matches -> drop."
b2a8384e,49,16,try-counter,,1,,,,s16:
b2a8384e,49,16,kill,onesenum,1,1,0,pair enumeration incomplete vs stated domains,"s16: z != a+b-1: EQ5 ones: a ends F in {4,5,6}, b ends F in {4,5,6}, result ends a's ones symbol; 4+4 then -1 ends 7; 4+5 then -1 ends 8; 4+6 then -1 ends 9; 5+4 then -1 ends 8; 5+6 then -1 ends 0; 6+4 then -1 ends 9; 6+5 then -1 ends 0 -> none matches -> drop."
b2a8384e,50,17,try-counter,,1,,,,s17:
b2a8384e,50,17,kill,onesenum,1,1,0,pair enumeration incomplete vs stated domains,"s17: z != a+b+1: EQ5 ones: a ends F in {4,5,6}, b ends F in {4,5,6}, result ends a's ones symbol; 4+4 then +1 ends 9; 4+5 then +1 ends 0; 4+6 then +1 ends 1; 5+4 then +1 ends 0; 5+6 then +1 ends 2; 6+4 then +1 ends 1; 6+5 then +1 ends 2 -> none matches -> drop."
b2a8384e,51,18,try-counter,,1,,,,s18:
b2a8384e,51,18,bail,guess-die,1,,1,,s18: contradiction: every rule for z is eliminated. -> the J = 3 guess dies; exclude it.
b2a8384e,52,19,try-counter,,1,,,,s19:
b2a8384e,52,19,bail,assemble,1,,0,"C = 2: 2 not in live candidates [3, 4, 5, 6, 7, 8, 9] (taken or excluded)",s19: refinement exhausted -> assemble the most constrained reading: x = a-b (highest prior remaining); A = 1 (smallest remaining candidate); C = 2 (smallest remaining candidate); D = 3 (smallest remaining candidate); F = 4 (smallest remaining candidate); H = 5 (smallest remaining candidate); I = 2 (smallest remaining candidate); J = 6 (smallest remaining candidate) (guess).
b2a8384e,53,,bail,best-guess-summary,1,,1,,Best guess: standard order; x = a-b; I=2 A=1 J=6.
b2a8384e,54,,query-compute,operands,1,,1,,"Query operands: <# -> 21, """" -> 66."
b2a8384e,55,,query-compute,compute,1,1,,,Compute: 21 a-b 66 = -45.
b2a8384e,56,,encode,,1,1,1,,Encode digit by digit: 4=) 5=} -> )}; negative -> sign glyph - in front: -)}.
b2a8384e,57,,boxed,,1,,,,\boxed{-)}}
b2a8384e,59,,boxed,,1,,,,\boxed{-)}}
b391ffe1,5,,table-scan,,1,,1,,EQ1 //+}` chars: 1=/ 2=/ 3=+ 4=} 5=` -> op + ; digits / / } ` ; RHS >! -> digits > !
b391ffe1,6,,table-scan,,1,,1,,EQ2 ^>*^@ chars: 1=^ 2=> 3=* 4=^ 5=@ -> op * ; digits ^ > ^ @ ; RHS }/>} -> digits } / > }
b391ffe1,7,,table-scan,,1,,1,,EQ3 >^+^` chars: 1=> 2=^ 3=+ 4=^ 5=` -> op + ; digits > ^ ^ ` ; RHS /[` -> digits / [ `
b391ffe1,8,,table-scan,,1,,1,,EQ4 ^^*/> chars: 1=^ 2=^ 3=* 4=/ 5=> -> op * ; digits ^ ^ / > ; RHS #@>} -> digits # @ > }
b391ffe1,9,,table-scan,query,1,,1,,Query @/+[` chars: 1=@ 2=/ 3=+ 4=[ 5=` -> op + ; digits @ / [ `
b391ffe1,11,,union,digit-map,1,,1,,/ -> A
b391ffe1,12,,union,digit-map,1,,1,,} -> B
b391ffe1,13,,union,digit-map,1,,1,,` -> C
b391ffe1,14,,union,digit-map,1,,1,,> -> D
b391ffe1,15,,union,digit-map,1,,1,,! -> E
b391ffe1,16,,union,digit-map,1,,1,,^ -> F
b391ffe1,17,,union,digit-map,1,,1,,@ -> G
b391ffe1,18,,union,digit-map,1,,1,,[ -> H
b391ffe1,19,,union,digit-map,1,,1,,# -> I
b391ffe1,21,,union,op-map,1,,1,,+ -> x
b391ffe1,22,,union,op-map,1,,1,,* -> y
b391ffe1,23,,union,disjoint,1,,1,,Op glyphs: + * (the literal arithmetic signs) ; digit-position glyphs: / } ` > ! ^ @ [ # ; intersection: none -> disjoint. ok
b391ffe1,25,,routing,query-letters,1,,1,,Query: @/+[` -> GA x HC
b391ffe1,27,,routing,header,,,,,Routing check on the query operator x: is each x example RHS just the operand symbols written next to each other?
b391ffe1,28,,routing,example,1,1,1,,"EQ1 RHS >! has 2 symbols, the operands have 4 -> not a juxtaposition."
b391ffe1,29,,routing,conclusion,,,,,No single juxtaposition order survives -> x is a value rule.
b391ffe1,31,1,try-counter,,1,,,,s1:
b391ffe1,31,1,policy,literal,1,,,,"s1: the operator glyphs are the literal + - * signs -> each follows its own family: '+' add-family, '*' times-family, '-' minus-family."
b391ffe1,32,2,try-counter,,1,,,,s2:
b391ffe1,32,2,policy,lead0,,,,,s2: no number starts with 0 -> a symbol in a leading position is not 0.
b391ffe1,33,3,try-counter,,1,,,,s3:
b391ffe1,33,3,kill,2mode,0,1,0,result-ones dom exceeds tracked | 1 stated pair(s) actually match the target | 2 stated pair(s) actually match the target,"s3: y != a*b-1: standard: EQ4 ones: a ends F in {2,3}, b ends D in {1,2}, result ends B in {4,5}; 2*1 then -1 ends 1; 3*1 then -1 ends 2; 3*2 then -1 ends 5 -> none matches; little-endian: EQ4 ones: a ends F in {2,3}, b ends A in {6,7}, result ends I in {0,1,9}; 2*6 then -1 ends 1; 2*7 then -1 ends 3; 3*6 then -1 ends 7; 3*7 then -1 ends 0 -> none matches -> drop."
b391ffe1,34,4,try-counter,,1,,,,s4:
b391ffe1,34,4,kill,2mode,0,1,0,result-ones dom exceeds tracked | 1 stated pair(s) actually match the target,"s4: y != a*b+1: standard: EQ4 ones: a ends F in {2,3}, b ends D in {1,2}, result ends B in {4,5}; 2*1 then +1 ends 3; 3*1 then +1 ends 4; 3*2 then +1 ends 7 -> none matches; little-endian: EQ4 ones: a ends F in {2,3}, b ends A in {6,7}, result ends I in {0,1}; 2*6 then +1 ends 3; 2*7 then +1 ends 5; 3*6 then +1 ends 9; 3*7 then +1 ends 2 -> none matches -> drop."
b391ffe1,35,5,try-counter,,1,,,,s5:
b391ffe1,35,5,kill,modekill,0,1,0,result-ones dom exceeds tracked | 1 stated pair(s) actually match the target,"s5: little-endian order dies on y: a*b: EQ4 ones: a ends F in {2,3}, b ends A in {6,7}, result ends I in {0,1}; 2*6 ends 2; 2*7 ends 4; 3*6 ends 8; 3*7 ends 1 -> none matches -> standard order."
b391ffe1,36,6,try-counter,,1,,,,s6:
b391ffe1,36,6,pin,enumd,1,1,1,,"s6: F in {2,3} on EQ4: F = 3 fails (a=33, b=61: a*b = 2013, result digit 2 would be 0 but D = 1; a=33, b=62: a*b = 2046, result digit 1 would be 2 but 2 is taken by D; a=33, b=71: a*b = 2343, result digit 2 would be 3 but D = 1; a=33, b=72: a*b = 2376, result digit 1 would be 2 but 2 is taken by D) -> F = 2."
b391ffe1,37,7,try-counter,,1,,,,s7:
b391ffe1,37,7,pin,enumd,0,1,1,"pre-domain [1, 2] contains digits outside tracked [1, 3, 4, 5, 6, 7, 8, 9]","s7: D in {1,2} on EQ4: D = 2 fails (a=22, b=61: a*b = 1342, result digit 1 would be 1 but 1 is taken by D; a=22, b=67: a*b = 1474, result digit 1 would be 1 but 1 is taken by D; a=22, b=71: a*b = 1562, result digit 1 would be 1 but 1 is taken by D; a=22, b=76: a*b = 1672, result digit 1 would be 1 but 1 is taken by D) -> D = 1."
b391ffe1,38,8,try-counter,,1,,,,s8:
b391ffe1,38,8,pin,enumd,1,1,1,,"s8: A in {6,7} on EQ4: A = 6 fails (a=22, b=61: a*b = 1342, result digit 1 would be 1 but 1 is taken by D) -> A = 7."
b391ffe1,39,9,try-counter,,1,,,,s9:
b391ffe1,39,9,kill,onesenum,1,1,1,,"s9: x != a+b-1: EQ1 ones: a ends 7, b ends C in {4,5,6}, result ends E in {3,4,5,6,8}; 7+4 then -1 ends 0; 7+5 then -1 ends 1; 7+6 then -1 ends 2 -> none matches -> drop."
b391ffe1,40,10,try-counter,,1,,,,s10:
b391ffe1,40,10,kill,onesenum,1,1,0,2 stated pair(s) actually match the target,"s10: x != a+b+1: EQ1 ones: a ends 7, b ends C in {4,5,6}, result ends E in {3,4,5,6,8}; 7+4 then +1 ends 2; 7+5 then +1 ends 3; 7+6 then +1 ends 4 -> none matches -> drop."
b391ffe1,41,11,try-counter,,1,,,,s11:
b391ffe1,41,11,pin,enumd,1,1,1,,"s11: C in {4,5,6} on EQ1: C = 4 fails (a=77, b=54: a+b = 131, 3 digit(s) but the result has 2; a=77, b=64: a+b = 141, 3 digit(s) but the result has 2); C = 5 fails (a=77, b=45: a+b = 122, 3 digit(s) but the result has 2; a=77, b=65: a+b = 142, 3 digit(s) but the result has 2) -> C = 6."
b391ffe1,42,12,try-counter,,1,,,,s12:
b391ffe1,42,12,pin,copy,0,1,0,"b of EQ1 not fully pinned, value 56 asserted | value 133 has 3 digits, result has 2 -> pin does not follow",s12: EQ1: 77 a+b 56 = 133; result digit 2 is 3 -> E = 3.
b391ffe1,43,13,try-counter,,1,,,,s13:
b391ffe1,43,13,pin,eliml,1,1,1,,"s13: free digits for B: {0,4,5,8,9}: B = 0 fails (EQ1: a = 77, b = 06, a+b = 83, result digit 1 would be 8 but D = 1); B = 8 fails (EQ1: a = 77, b = 86, a+b = 163, 3 digit(s) but the result has 2); B = 9 fails (EQ1: a = 77, b = 96, a+b = 173, 3 digit(s) but the result has 2); B = 4 fails (EQ1: a = 77, b = 46, a+b = 123, 3 digit(s) but the result has 2) -> B = 5."
b391ffe1,44,14,try-counter,,1,,,,s14:
b391ffe1,44,14,pin,eliml,1,1,1,,"s14: free digits for G: {0,4,8,9}: G = 0 fails (EQ2: 0 can not lead a number); G = 8 fails (EQ2: a = 21, b = 28, a*b = 588, 3 digit(s) but the result has 4); G = 9 fails (EQ2: a = 21, b = 29, a*b = 609, 3 digit(s) but the result has 4) -> G = 4."
b391ffe1,45,15,try-counter,,1,,,,s15:
